Config,Depth,Input,Target,Pred,Correct,Reasoning
L8H4R32,depth5,17 + ((38 + ((15 + 45) + (48 + 98))) + (((83 + 88) + (31 + 88)) - ((51 - 89) - (8 - 94)))),503,,,...
L8H4R32,depth5,(78 + (((36 - 32) - 80) - ((25 - 36) - 64))) - ((((29 - 72) - (11 - 47)) + ((53 + 5) - (10 + 89))) - (((86 + 7) - (40 - 83)) + 70)),331,,,...
L8H4R32,depth5,(99 - (((85 - 35) + (97 - 70)) - ((53 - 41) - (13 - 96)))) - (((36 - (64 + 4)) - ((73 + 4) + (7 + 74))) - (((90 - 89) + (82 - 88)) - ((69 - 64) + (32 - 74)))),339,,,...
L8H4R32,depth5,((((46 - 39) + (25 - 93)) - ((97 - 72) - (50 + 14))) + (((59 - 32) - (90 + 66)) + (22 + (0 - 42)))) + ((((3 + 79) - (16 + 73)) + ((37 + 4) - (34 + 14))) - (54 + ((49 - 44) + (18 - 91)))),-171,,,...
L8H4R32,depth5,((48 + ((53 + 82) + (25 + 92))) - ((84 + (7 + 69)) - (61 - (42 - 42)))) + 52,253,,,...
L8H4R32,depth5,((((4 - 62) + 19) - ((41 - 1) + (8 - 38))) + (((95 - 51) + (61 - 17)) + ((37 + 89) - (60 + 5)))) + ((((37 - 9) + (20 + 8)) - 20) - (((30 + 30) + (36 + 41)) - ((24 + 99) - (16 + 78)))),28,,,...
L8H4R32,depth5,((((28 - 16) - (73 + 5)) - ((93 - 56) - (82 + 12))) + (((28 + 66) - (74 - 16)) - ((40 - 31) - (85 + 1)))) - ((((41 + 11) - (73 - 77)) - ((99 - 65) + (69 + 58))) - (((97 - 83) + (5 + 70)) + (47 + (20 - 16)))),349,,,...
L8H4R32,depth5,((((13 + 69) - (45 + 87)) + (58 + (7 + 1))) - (((88 + 59) - (24 + 45)) + ((84 + 94) - (53 - 10)))) + ((((33 + 10) + (78 + 27)) + ((68 + 73) + (87 + 59))) - (((18 + 42) + 21) + ((90 - 52) - (26 - 38)))),107,,,...
L8H4R32,depth5,((((31 - 32) + (68 - 87)) - ((29 - 24) - (68 + 72))) - (((25 - 94) + (85 - 86)) + ((99 + 74) - (27 + 94)))) - (47 - (((93 - 9) - (82 - 33)) - ((72 - 36) - (89 + 46)))),220,,,...
L8H8R16,depth5,((((34 - 50) + (8 - 95)) - ((29 - 68) + (14 + 25))) + (((14 + 81) - (92 + 4)) + 59)) + ((((81 - 21) + (63 + 46)) + ((54 - 32) - (14 + 28))) + (((5 + 71) - (13 + 6)) - ((97 + 24) - (30 + 38)))),108,,,...
L8H8R16,depth5,((((53 + 65) + (68 + 85)) - ((71 + 86) + (25 - 97))) + (((58 - 22) - (68 - 57)) - ((93 - 20) - (98 - 74)))) + ((((53 - 15) + (11 + 12)) - 22) + (((62 + 61) - (60 + 89)) + ((92 + 69) - 9))),327,,,...
L8H8R16,depth5,((((58 + 33) + (22 - 17)) + 12) + (((64 + 38) - 33) - ((19 + 10) - (78 - 59)))) + ((((69 - 54) - (54 + 29)) + ((54 + 26) - (62 - 45))) - (((75 + 3) + (76 + 19)) + ((49 + 30) - (18 - 57)))),-129,,,...
L8H8R16,depth5,(9 + (((19 - 78) + (12 + 39)) + ((94 - 27) - (11 - 47)))) + ((((28 + 46) + (10 - 27)) - ((79 - 89) + (60 - 13))) + (((82 - 77) - (36 - 19)) - ((79 - 14) - 14))),61,,,...
L8H8R16,depth5,((77 + ((92 - 91) - 58)) + (((61 + 42) - 20) - (90 - (3 - 1)))) + ((((89 - 41) + (51 - 69)) - ((49 + 37) + (60 + 70))) + (((19 - 43) + (57 + 14)) + ((91 - 39) + (43 - 41)))),-70,,,...
L8H8R16,depth5,(75 - (((66 - 94) - (97 + 22)) - ((16 + 43) + (37 + 88)))) + ((95 - ((9 - 76) - (72 + 5))) + (((2 - 23) - (22 - 0)) - ((10 + 0) + 82))),510,,,...
L8H8R16,depth5,8 - ((((12 - 34) + 97) - ((37 - 19) + (77 - 52))) - (((64 + 48) + (3 - 75)) + ((21 + 58) - (41 - 93)))),147,,,...
L8H8R16,depth5,(((62 + (85 - 29)) - ((10 - 56) + (24 + 25))) - (((67 + 52) + (43 + 67)) + ((11 - 53) + 56))) + ((((24 + 47) + 55) - ((41 + 65) - (32 + 87))) - (((14 + 86) + (96 - 27)) - ((50 - 10) - (16 + 48)))),-182,,,...
L8H8R16,depth5,((((59 - 80) + (69 + 77)) - 72) + (((86 + 57) - (34 - 22)) + ((87 - 41) - (76 - 77)))) + ((((90 + 68) + (78 - 58)) + ((18 + 48) - (87 + 93))) - (61 + ((99 + 14) - (69 + 49)))),239,,,...
L8H8R16,depth5,(39 - (((65 + 31) - (64 + 13)) + ((2 - 69) - (91 + 66)))) - ((((58 + 48) + (70 - 75)) + ((25 - 17) + (52 + 63))) + (((86 + 82) - (93 - 0)) - ((16 - 75) + 83))),-31,,,...
L8H8R4,depth1,32 + 5,37,,,...
L8H8R4,depth1,86 + 72,158,,,...
L8H8R4,depth1,61 + 36,97,,,...
L8H8R4,depth1,30 - 16,14,,,...
L8H8R4,depth1,97 + 19,116,,,...
L8H8R4,depth1,19 - 76,-57,,,...
L8H8R4,depth1,27 + 7,34,,,...
L8H8R4,depth1,73 + 50,123,,,...
L8H8R4,depth1,57 - 55,2,,,...
L8H8R4,depth1,92 - 58,34,,,...
L2H8R8,max,71,71,,,...
L2H8R8,max,9,9,,,...
L2H8R8,max,75,75,,,...
L2H8R8,max,44 - ((((89 - 1) + 99) + (48 + (19 + 22))) - (49 + 98)),-85,,,...
L2H8R8,max,39,39,,,...
L2H8R8,max,25,25,,,...
L2H8R8,max,28 - ((((72 + 82) - (73 + 97)) - ((13 + 75) - 92)) + (((49 - 21) - (56 - 51)) - 10)),27,,,...
L2H8R8,max,(((37 + (93 - 24)) + 11) - (((66 + 83) + 92) + ((2 - 96) - (15 - 37)))) + 89,37,,,...
L2H8R8,max,((10 + 29) + 40) + 91,170,,,...
L2H8R8,max,((((79 + 93) + 22) - (44 - (61 - 47))) - 81) + 80,163,,,...
L6H2R4,depth2,(80 + 19) - (46 - 50),103,,,...
L6H2R4,depth2,(96 - 46) + (58 - 3),105,,,...
L6H2R4,depth2,(54 - 16) - 47,-9,,,...
L6H2R4,depth2,(34 + 68) + (32 - 51),83,,,...
L6H2R4,depth2,(99 - 40) + (47 + 98),204,,,...
L6H2R4,depth2,(38 - 16) - (59 + 79),-116,,,...
L6H2R4,depth2,(8 + 86) + (17 + 55),166,,,...
L6H2R4,depth2,(3 + 10) - (50 + 85),-122,,,...
L6H2R4,depth2,(73 + 97) + (44 + 76),290,,,...
L6H2R4,depth2,(15 - 82) - (89 - 21),-135,,,...
L2H4R4,depth3,((49 + 78) - (68 + 74)) - ((83 - 88) - 85),75,,,...
L2H4R4,depth3,((5 + 41) - (62 - 28)) + ((12 + 42) + (51 + 16)),133,,,...
L2H4R4,depth3,((0 - 88) - (56 - 89)) - ((76 + 2) + (13 - 80)),-66,,,...
L2H4R4,depth3,((94 + 60) + (26 + 19)) + ((5 - 23) + (48 - 93)),136,,,...
L2H4R4,depth3,((99 + 96) - 16) - ((52 + 68) + (55 - 91)),95,,,...
L2H4R4,depth3,((17 - 97) + (42 - 34)) - ((34 - 43) + (94 + 41)),-198,,,...
L2H4R4,depth3,((76 - 81) - (28 - 87)) - ((62 - 8) - (85 - 37)),48,,,...
L2H4R4,depth3,25 + ((64 + 79) + 54),222,,,...
L2H4R4,depth3,((41 - 28) + (67 + 67)) - ((11 + 63) - (88 + 20)),181,,,...
L2H4R4,depth3,((52 - 99) + (21 + 0)) - ((61 - 39) - (27 - 20)),-41,,,...
L8H16R4,depth5,61 + (45 + ((80 + (80 + 16)) + ((21 + 26) + (24 + 73)))),426,,,...
L8H16R4,depth5,90 + (6 - (((8 - 39) - (72 + 88)) - ((51 + 88) + (33 + 73)))),532,,,...
L8H16R4,depth5,((((5 - 8) + (45 - 49)) - ((35 + 85) + (75 - 39))) - (((68 - 25) - (67 - 62)) - ((74 + 24) - (11 + 21)))) - (((5 + (86 - 78)) + ((29 - 82) + (87 + 57))) + (((85 - 41) - 86) + ((19 - 81) + (50 + 61)))),-246,,,...
L8H16R4,depth5,((((83 - 36) + (82 + 7)) + ((87 - 47) + (98 - 7))) - (((63 + 35) - (82 + 10)) - (58 + (14 - 90)))) + ((((1 - 82) + (4 + 55)) - ((4 - 26) - (55 - 86))) + (36 + ((98 - 31) + (51 - 42)))),324,,,...
L8H16R4,depth5,(96 + (((7 - 57) + (89 + 99)) + ((73 + 96) + (41 + 92)))) - ((((63 - 59) - (67 - 70)) - ((80 - 83) - 30)) + (((99 - 74) - 50) + ((92 - 25) - (62 + 24)))),540,,,...
L8H16R4,depth5,80 + ((((43 + 32) + (16 + 69)) - ((89 - 77) - (16 - 7))) - (((58 - 40) + (11 - 70)) - ((82 - 30) - (55 - 84)))),359,,,...
L8H16R4,depth5,((((32 + 74) - (13 + 81)) - ((25 + 91) - (59 + 51))) + (((54 + 23) + (36 - 70)) - ((1 + 32) - (43 - 84)))) - (((65 + (6 - 17)) - ((97 + 10) + (55 + 28))) + (((0 - 90) - (93 + 67)) - ((14 + 27) + (76 + 9)))),487,,,...
L8H16R4,depth5,((((3 + 21) - (94 + 98)) + 43) + (((12 + 85) - (20 - 5)) - ((1 + 63) + (6 + 77)))) - ((((82 + 11) - (0 - 75)) - ((93 + 41) - (65 + 42))) + (((76 - 47) - (74 - 15)) + ((40 - 75) - (1 + 38)))),-227,,,...
L8H16R4,depth5,((((31 - 97) + (48 + 81)) - ((7 + 99) + 59)) - (((31 + 60) - (36 + 2)) + ((43 + 29) - (43 - 21)))) + ((((68 + 6) - (0 + 98)) + ((6 - 68) + 35)) - (((83 + 33) - (30 - 8)) - (94 - (90 - 98)))),-248,,,...
L8H16R4,depth5,((((33 - 80) + 21) - ((80 - 24) + (54 + 7))) - (((67 - 81) + (14 + 47)) + ((31 + 41) + (13 - 0)))) + ((((66 + 82) - (69 + 30)) - ((54 + 84) + (20 + 32))) + 97),-319,,,...
L6H16R8,max,((((9 - 65) + 99) - (60 - (92 - 67))) + (((93 - 25) - (23 + 30)) + ((78 + 79) + (39 + 21)))) + ((((49 + 5) + 54) - (56 + (2 - 91))) - 36),345,,,...
L6H16R8,max,51,51,,,...
L6H16R8,max,(80 + ((48 - 50) - 95)) - (30 + (7 - ((14 + 93) + 62))),115,,,...
L6H16R8,max,20,20,,,...
L6H16R8,max,((46 + 68) - 93) - (65 + (((39 - 83) - (55 + 90)) - (15 + (31 + 82)))),273,,,...
L6H16R8,max,61,61,,,...
L6H16R8,max,((((42 + 63) - (3 - 96)) + ((83 - 7) - (88 + 79))) - 9) - ((((21 + 60) - 91) + (1 + 85)) + 60),-38,,,...
L6H16R8,max,77 + ((((52 - 40) - (26 - 22)) - 6) - (((31 + 46) + (87 + 68)) + ((33 - 81) + (75 + 66)))),-246,,,...
L6H16R8,max,((((86 + 93) + 43) - 58) - ((94 + (88 - 46)) + 50)) + ((((6 + 13) + (0 - 88)) - ((99 - 82) + (65 - 24))) + ((74 - 72) + ((68 - 21) + 55))),-45,,,...
L6H16R8,max,64 - 71,-7,,,...
L2H16R8,depth3,((63 + 71) + (47 + 71)) + ((89 + 96) + (0 + 40)),477,,,...
L2H16R8,depth3,((60 - 8) + (65 - 43)) - ((41 + 99) - (85 - 73)),-54,,,...
L2H16R8,depth3,((93 - 73) + 88) + ((34 + 48) + (0 + 85)),275,,,...
L2H16R8,depth3,((9 - 93) + (18 + 20)) + ((29 - 56) - (85 - 24)),-134,,,...
L2H16R8,depth3,((31 - 91) + (9 + 96)) + ((48 + 17) - (83 - 48)),75,,,...
L2H16R8,depth3,((71 + 2) + (55 - 85)) + 48,91,,,...
L2H16R8,depth3,(27 + (98 - 66)) + ((41 + 64) - (4 + 61)),99,,,...
L2H16R8,depth3,((70 + 46) - (18 - 34)) - ((21 + 20) + (63 - 94)),122,,,...
L2H16R8,depth3,((56 + 20) - (68 - 28)) + ((99 - 91) + 74),118,,,...
L2H16R8,depth3,((22 + 84) + (37 + 41)) + ((22 - 16) - (16 + 16)),158,,,...
L8H4R16,depth1,72 + 46,118,,,...
L8H4R16,depth1,95 - 74,21,,,...
L8H4R16,depth1,89 + 49,138,,,...
L8H4R16,depth1,20 + 4,24,,,...
L8H4R16,depth1,35 - 33,2,,,...
L8H4R16,depth1,13 + 53,66,,,...
L8H4R16,depth1,99 + 91,190,,,...
L8H4R16,depth1,83 - 45,38,,,...
L8H4R16,depth1,99 - 53,46,,,...
L8H4R16,depth1,62 + 66,128,,,...
L8H2R16,depth2,(95 + 94) - (72 - 11),128,,,...
L8H2R16,depth2,(34 + 38) - (80 - 70),62,,,...
L8H2R16,depth2,(21 + 9) - (30 + 51),-51,,,...
L8H2R16,depth2,(57 + 21) + (27 - 79),26,,,...
L8H2R16,depth2,81 + (16 + 15),112,,,...
L8H2R16,depth2,(46 - 37) - (89 + 7),-87,,,...
L8H2R16,depth2,(28 + 41) - (82 - 78),65,,,...
L8H2R16,depth2,(10 - 55) + (9 + 51),15,,,...
L8H2R16,depth2,(91 - 99) + (81 + 57),130,,,...
L8H2R16,depth2,38 + (68 + 5),111,,,...
L4H2R4,depth5,97 + ((((28 + 49) + (54 + 67)) + ((0 + 36) + 98)) - (((94 + 82) - 25) + ((84 + 81) - (51 - 69)))),95,,,...
L4H2R4,depth5,((((40 - 73) - (79 - 26)) + ((85 + 66) + 23)) + (((20 + 38) + (82 + 62)) + ((78 - 45) - (36 + 79)))) - ((((30 - 24) - 25) + ((49 - 60) + (44 - 27))) + (((60 - 2) - (67 + 84)) + ((0 - 64) - (3 - 87)))),294,,,...
L4H2R4,depth5,((((92 - 43) - (45 + 32)) - ((98 + 70) - (17 + 89))) - (0 - ((52 - 65) + (91 + 83)))) - (74 - (((60 - 4) - (30 - 71)) + ((61 + 93) - (6 - 8)))),250,,,...
L4H2R4,depth5,((67 + ((39 - 95) - (37 - 24))) + (((45 + 87) + (65 + 14)) + ((14 + 28) - (13 + 80)))) + ((79 - ((71 + 52) + (72 - 83))) + ((7 - (72 + 89)) + ((2 + 13) + (42 + 9)))),37,,,...
L4H2R4,depth5,(78 - (((55 + 71) - (80 - 15)) + (42 - (43 + 67)))) + ((((6 - 54) + (54 + 80)) + ((9 + 66) + (96 - 30))) + (((16 + 57) + (38 - 65)) + ((70 + 62) - (93 - 43)))),440,,,...
L4H2R4,depth5,(((53 - (33 + 57)) - ((97 - 19) + (59 - 4))) - 90) + ((((0 + 55) - (18 - 15)) - ((76 + 17) + (65 + 40))) - (((87 + 13) + 26) + ((55 + 15) - (91 + 82)))),-429,,,...
L4H2R4,depth5,((((29 + 47) + (44 - 54)) - ((92 + 75) + (76 + 47))) - (((74 - 80) - (95 - 2)) + ((28 - 72) - (64 - 8)))) + ((((82 - 2) + (62 - 91)) - ((51 - 28) - (56 - 66))) + (((16 - 24) - (59 - 27)) + 2)),-45,,,...
L4H2R4,depth5,(((67 - (57 + 77)) + ((94 + 37) - 27)) + (((16 + 82) + (56 - 32)) - ((99 + 95) + (85 - 69)))) - ((((23 + 35) + (95 - 92)) + ((72 - 15) + (58 - 61))) + (((81 - 78) - (39 - 21)) + ((95 + 49) - (84 - 80)))),-291,,,...
L4H2R4,depth5,79 + ((((34 - 2) - (86 - 94)) - ((45 - 48) - (66 + 64))) + (((83 - 32) - (91 - 38)) + ((86 + 69) - (21 - 0)))),384,,,...
L4H2R4,depth5,12 + (((34 - (91 + 27)) - 44) + (((83 - 39) - (52 + 98)) - 5)),-227,,,...
L2H2R8,depth3,(22 - (38 - 85)) - ((98 - 18) + (33 - 13)),-31,,,...
L2H2R8,depth3,((33 + 24) - (63 - 45)) - ((42 + 6) - (67 - 33)),25,,,...
L2H2R8,depth3,((93 + 32) - 59) + ((11 + 7) + (61 + 63)),208,,,...
L2H2R8,depth3,((28 - 24) + (60 - 13)) + ((21 + 85) - (13 + 86)),58,,,...
L2H2R8,depth3,((53 - 21) - 92) + ((74 - 96) + (33 + 3)),-46,,,...
L2H2R8,depth3,((29 + 47) - (95 + 12)) + ((30 + 16) + (10 - 77)),-52,,,...
L2H2R8,depth3,((90 - 70) - (54 - 45)) + ((92 + 58) - (96 + 20)),45,,,...
L2H2R8,depth3,((13 + 0) + (72 - 36)) + ((60 - 84) + (69 - 27)),67,,,...
L2H2R8,depth3,((68 + 17) - (50 - 46)) + ((26 + 25) - (79 + 54)),-1,,,...
L2H2R8,depth3,((91 - 6) + 35) - ((69 - 96) - (46 + 85)),278,,,...
L6H8R32,depth1,44 - 66,-22,,,...
L6H8R32,depth1,70 - 89,-19,,,...
L6H8R32,depth1,88 - 41,47,,,...
L6H8R32,depth1,57 + 3,60,,,...
L6H8R32,depth1,50 - 53,-3,,,...
L6H8R32,depth1,31 - 54,-23,,,...
L6H8R32,depth1,79 + 43,122,,,...
L6H8R32,depth1,84 + 19,103,,,...
L6H8R32,depth1,87 - 28,59,,,...
L6H8R32,depth1,81 - 83,-2,,,...
L4H4R16,depth1,69 + 71,140,,,...
L4H4R16,depth1,25 - 64,-39,,,...
L4H4R16,depth1,87 - 50,37,,,...
L4H4R16,depth1,27 - 95,-68,,,...
L4H4R16,depth1,31 - 60,-29,,,...
L4H4R16,depth1,44 - 41,3,,,...
L4H4R16,depth1,53 - 31,22,,,...
L4H4R16,depth1,13 + 1,14,,,...
L4H4R16,depth1,4 + 7,11,,,...
L4H4R16,depth1,87 - 88,-1,,,...
L8H4R8,depth3,((60 - 32) + 20) - ((70 + 11) - (74 + 23)),64,,,...
L8H4R8,depth3,13 - ((90 - 35) - (28 + 38)),24,,,...
L8H4R8,depth3,5 - ((59 - 81) + (42 - 72)),57,,,...
L8H4R8,depth3,((16 + 11) - (17 + 40)) - ((30 - 5) + (83 - 66)),-72,,,...
L8H4R8,depth3,(3 - (53 + 48)) + ((99 - 3) + (57 + 28)),83,,,...
L8H4R8,depth3,7 - ((80 - 82) - (85 + 67)),161,,,...
L8H4R8,depth3,(68 + (21 - 52)) + ((32 + 7) - (65 - 53)),64,,,...
L8H4R8,depth3,(28 - (55 - 35)) + ((52 + 75) - (88 - 7)),54,,,...
L8H4R8,depth3,((90 + 56) + (31 + 71)) + ((23 - 21) - (84 - 38)),204,,,...
L8H4R8,depth3,((8 + 42) + (79 - 17)) + ((95 - 2) + 70),275,,,...
L8H4R16,max,93,93,,,...
L8H4R16,max,((14 + 57) + (((69 - 58) + (21 + 25)) + ((24 - 7) - (41 + 16)))) + 72,160,,,...
L8H4R16,max,((((31 + 34) + (13 - 72)) - 50) - ((18 - 57) + ((70 + 84) + 6))) - ((11 + ((93 - 11) - (58 - 90))) - (52 - 32)),-270,,,...
L8H4R16,max,25,25,,,...
L8H4R16,max,((50 + ((80 + 14) - (70 - 85))) - 44) - ((((56 + 44) + (83 + 88)) - (93 - 88)) - 14),-137,,,...
L8H4R16,max,84,84,,,...
L8H4R16,max,97,97,,,...
L8H4R16,max,4,4,,,...
L8H4R16,max,23 - (54 + (((67 + 51) + 16) - ((69 + 14) + (60 - 23)))),-45,,,...
L8H4R16,max,(43 + 41) - ((95 + (37 + (39 - 60))) - 35),8,,,...
L8H4R16,depth2,(66 - 88) + (57 - 63),-28,,,...
L8H4R16,depth2,(79 + 96) - 94,81,,,...
L8H4R16,depth2,68 - (26 - 92),134,,,...
L8H4R16,depth2,(75 - 66) - (34 + 82),-107,,,...
L8H4R16,depth2,(28 - 67) - (28 + 97),-164,,,...
L8H4R16,depth2,(18 + 95) - (82 + 84),-53,,,...
L8H4R16,depth2,(66 + 11) + (11 + 62),150,,,...
L8H4R16,depth2,(92 - 41) - (18 + 48),-15,,,...
L8H4R16,depth2,(19 + 50) + (95 - 65),99,,,...
L8H4R16,depth2,(37 - 42) + (45 + 44),84,,,...
L6H4R8,depth3,63 + ((29 - 57) - (10 - 82)),107,,,...
L6H4R8,depth3,((2 + 46) + (71 + 6)) + (17 + (58 + 81)),281,,,...
L6H4R8,depth3,((30 + 25) + (17 + 20)) + ((77 + 49) - (45 + 1)),172,,,...
L6H4R8,depth3,((24 + 56) + 71) - ((17 + 50) + 86),-2,,,...
L6H4R8,depth3,((34 - 3) - (77 - 98)) - ((8 + 8) + (92 + 69)),-125,,,...
L6H4R8,depth3,((97 + 55) + (82 - 66)) - ((1 - 36) - (92 - 96)),199,,,...
L6H4R8,depth3,((22 + 6) + (1 - 13)) + 56,72,,,...
L6H4R8,depth3,((12 + 17) + (86 - 64)) + ((34 + 87) - (53 + 16)),103,,,...
L6H4R8,depth3,((73 - 34) + 84) + ((3 - 42) + 44),128,,,...
L6H4R8,depth3,((70 + 64) + (86 + 0)) - 81,139,,,...
L6H8R4,depth1,14 - 2,12,,,...
L6H8R4,depth1,22 + 70,92,,,...
L6H8R4,depth1,95 + 97,192,,,...
L6H8R4,depth1,93 + 88,181,,,...
L6H8R4,depth1,27 + 49,76,,,...
L6H8R4,depth1,87 + 83,170,,,...
L6H8R4,depth1,48 + 90,138,,,...
L6H8R4,depth1,78 + 14,92,,,...
L6H8R4,depth1,8 + 22,30,,,...
L6H8R4,depth1,92 + 40,132,,,...
L2H16R8,max,87 - (((63 - 85) + 64) + 24),21,,,...
L2H16R8,max,(77 - 1) + 67,143,,,...
L2H16R8,max,((((85 - 20) - (9 - 37)) - (52 - (56 + 60))) - (((31 - 20) + (56 - 18)) - (68 + (91 + 6)))) - ((((63 - 0) + 32) - ((16 - 70) - 88)) + ((48 + (46 - 33)) + (32 + 0))),-57,,,...
L2H16R8,max,(((69 - (47 + 7)) - ((51 + 84) + (25 - 99))) - (66 + 56)) - (32 - (((11 + 16) + (57 - 63)) + 34)),-145,,,...
L2H16R8,max,31,31,,,...
L2H16R8,max,23 - ((26 + ((46 - 51) - (94 - 40))) - ((51 + (67 + 50)) + ((0 - 70) + (6 - 64)))),96,,,...
L2H16R8,max,85,85,,,...
L2H16R8,max,((((73 - 58) + 57) - (0 - (51 - 71))) + ((7 + (52 + 59)) - ((86 - 78) - (39 + 35)))) - ((((95 + 56) + (21 + 30)) + ((83 - 27) - (46 + 43))) + (((23 + 32) + 82) + ((9 - 12) - (75 + 12)))),20,,,...
L2H16R8,max,2 - 84,-82,,,...
L2H16R8,max,((((18 + 38) + (89 + 26)) - ((12 + 40) - 32)) + 22) + (8 + ((91 + (86 - 94)) - (17 - (61 - 55)))),253,,,...
L6H4R4,depth1,44 - 77,-33,,,...
L6H4R4,depth1,20 - 65,-45,,,...
L6H4R4,depth1,88 - 97,-9,,,...
L6H4R4,depth1,53 - 39,14,,,...
L6H4R4,depth1,43 - 48,-5,,,...
L6H4R4,depth1,74 + 23,97,,,...
L6H4R4,depth1,42 - 96,-54,,,...
L6H4R4,depth1,72 + 57,129,,,...
L6H4R4,depth1,94 - 55,39,,,...
L6H4R4,depth1,14 + 68,82,,,...
L4H4R16,max,57 - ((((8 - 88) - (56 + 12)) - 51) - (((44 + 72) + (19 + 75)) - 60)),406,,,...
L4H4R16,max,(84 - (10 - 74)) + (((27 - 60) - (74 - (67 - 83))) + 3),28,,,...
L4H4R16,max,((((86 - 51) + (21 - 35)) + ((72 + 32) + (53 - 13))) - 10) + ((57 + (64 - (21 + 6))) - ((62 + (6 - 15)) + (50 - (42 - 84)))),104,,,...
L4H4R16,max,((((10 - 21) - (12 + 8)) + ((0 - 82) - (52 + 43))) + (((29 + 27) + 53) + 15)) - ((64 + 24) + (((97 + 28) - (92 + 71)) + ((16 - 50) + 75))),-175,,,...
L4H4R16,max,(((95 + 51) - 29) - 8) - ((90 + ((5 - 98) + 32)) - ((36 + (16 + 69)) + ((57 + 14) + 34))),306,,,...
L4H4R16,max,24,24,,,...
L4H4R16,max,(86 + 92) - ((((55 - 43) - (73 + 64)) + (25 + (52 + 96))) + (((71 + 1) + (51 - 44)) - (83 + (81 - 76)))),139,,,...
L4H4R16,max,((76 - 62) + (71 - ((6 - 30) + (26 + 95)))) - (((42 + (54 - 63)) - 27) + ((82 - (27 + 83)) + 62)),-52,,,...
L4H4R16,max,66,66,,,...
L4H4R16,max,((((83 - 89) + 62) - ((85 + 72) + (23 - 99))) + (75 + ((5 - 60) - (82 + 7)))) + ((((61 - 56) + 15) - 33) + 41),-66,,,...
L8H8R8,depth4,(((2 + 83) - (78 - 42)) - ((28 + 13) + 13)) - (((2 - 7) - (90 + 13)) - ((44 + 40) - (62 - 19))),144,,,...
L8H8R8,depth4,(((53 + 16) + (65 + 16)) - ((0 - 27) - 10)) - (((14 + 98) - (14 - 5)) + ((68 + 95) - (30 + 27))),-22,,,...
L8H8R8,depth4,(((74 + 10) + 72) + ((94 + 16) - (61 + 6))) + (((89 - 12) - (16 + 29)) - ((70 - 36) - (39 + 29))),265,,,...
L8H8R8,depth4,52 - (((46 + 3) + 53) + ((5 + 81) - (83 + 69))),16,,,...
L8H8R8,depth4,(((43 + 90) + (15 - 91)) - ((84 - 13) + 84)) - (((25 - 38) - (8 - 10)) + (49 + (92 - 52))),-176,,,...
L8H8R8,depth4,(((90 + 30) + 3) + ((58 + 44) - (66 - 73))) - (((44 - 43) + (31 - 50)) - (39 + (74 + 62))),425,,,...
L8H8R8,depth4,(((82 - 19) - 15) + ((39 - 34) + (95 - 77))) - (((79 - 13) + (26 + 60)) - ((26 - 40) - (91 + 80))),-266,,,...
L8H8R8,depth4,(((17 + 44) - 26) + (90 + (69 - 38))) - 94,62,,,...
L8H8R8,depth4,(((72 - 28) + (70 - 63)) - ((56 + 32) - (92 + 8))) + (((80 - 50) + (55 - 57)) + ((9 + 94) - (42 + 55))),97,,,...
L8H8R8,depth4,(((21 + 16) - 3) + ((62 + 26) + (40 - 89))) + ((36 - (96 + 70)) + (94 - (15 + 30))),-8,,,...
L6H8R32,depth2,(59 - 87) - (16 + 1),-45,,,...
L6H8R32,depth2,(8 - 17) - (15 - 35),11,,,...
L6H8R32,depth2,(80 + 43) + (64 + 86),273,,,...
L6H8R32,depth2,(90 + 91) + (25 + 48),254,,,...
L6H8R32,depth2,23 - (9 + 96),-82,,,...
L6H8R32,depth2,47 + (25 + 37),109,,,...
L6H8R32,depth2,(59 + 23) - (32 + 24),26,,,...
L6H8R32,depth2,(76 + 72) + (75 - 90),133,,,...
L6H8R32,depth2,(97 + 51) + (44 + 60),252,,,...
L6H8R32,depth2,(17 + 91) + 3,111,,,...
L4H16R4,depth4,(((14 + 74) - (21 + 35)) + ((47 - 55) + 21)) - 56,-11,,,...
L4H16R4,depth4,(((81 + 81) + (37 + 79)) + ((36 - 27) + (73 + 96))) - (((91 + 46) - (19 - 93)) + ((41 - 25) + 37)),192,,,...
L4H16R4,depth4,(((81 + 7) + (76 + 32)) - ((35 + 40) - 81)) - (((58 - 34) + 6) + ((61 - 51) + (56 + 99))),7,,,...
L4H16R4,depth4,(44 + ((90 - 58) - (13 - 98))) + (((99 + 5) - (89 - 29)) - ((80 - 94) - (96 - 80))),235,,,...
L4H16R4,depth4,(((41 + 6) - (87 - 58)) - ((87 + 30) + (91 - 7))) + (((27 + 4) + (4 + 84)) - ((46 + 98) - (4 + 25))),-179,,,...
L4H16R4,depth4,(((15 + 77) - (93 - 31)) + ((31 - 97) - (11 - 81))) - (((3 - 47) - (28 - 60)) + 74),-28,,,...
L4H16R4,depth4,(((78 + 51) - (26 - 63)) + ((37 - 18) - (10 + 81))) + 38,132,,,...
L4H16R4,depth4,(((82 + 87) + (65 + 11)) + ((9 - 76) + (97 + 66))) - (24 - ((75 - 12) - (10 + 25))),345,,,...
L4H16R4,depth4,(((42 + 49) - (60 + 55)) - ((22 - 35) - (59 + 16))) + ((7 + (6 - 76)) + ((29 - 59) + 21)),-8,,,...
